Type,Action,Campaign,Ad Group,Status,Budget,Bid strategy type,Max CPC,Networks,Ad Schedule,Start date,Keyword,Match type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Sitelink text,Sitelink description 1,Sitelink description 2,Sitelink Final URL,Callout text,Location,Political ads confirmation
Callout,Add,Construction Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-House Fabrication,,
Callout,Add,Construction Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9-Star Google Rated,,
Callout,Add,Construction Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Handling,,
Callout,Add,Construction Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr Quote Response,,
Callout,Add,Construction Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serving All of the GTA,,
Campaign,Add,Digital Signs - GTA,,Paused,15.00,Maximize Clicks,,Google Search,(Monday[10:00-18:00]);(Tuesday[10:00-18:00]);(Wednesday[10:00-18:00]);(Thursday[10:00-18:00]);(Friday[10:00-18:00]),2026-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(30.0mi:43.836102:-79.50821),Not a political ad
Ad Group,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,digital signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,LED message board,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,digital signage,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,digital signs vaughan,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,LED display sign,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,electronic sign,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,digital menu board,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,outdoor LED sign,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Group,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,digital sign,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,LED display,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,digital signage,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,electronic sign,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,LED message board,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,Add,Digital Signs - GTA,Digital Signs - Phrase,Enabled,,,,,,,,,Digital Signs,LED Message Boards,Digital Signage GTA,Outdoor LED Displays,Indoor Digital Screens,Digital Menu Boards,Video Walls,Digital Signs Vaughan,Cloud-Based Content,Custom Business Signs,5000-8000 Nits Bright,Update From Your Phone,Content Management,Free Digital Quote,Professional Install,Digital signs and LED displays for dynamic messaging. Update content from anywhere.,Outdoor LED signs with 8000 nits of brightness. Visible in direct sunlight. Call us today.,Indoor and outdoor digital signage solutions. Menu boards and message centres.,Get a free quote on digital signs. Professional installation and content management setup.,digital,signs,https://custombusinesssigns.ca/services/digital-signs,,,,,,,
Responsive search ad,Add,Digital Signs - GTA,Digital Signs - Exact,Enabled,,,,,,,,,Digital Signs,LED Message Boards,Digital Signage GTA,Outdoor LED Displays,Indoor Digital Screens,Digital Menu Boards,Video Walls,Digital Signs Vaughan,Cloud-Based Content,Custom Business Signs,5000-8000 Nits Bright,Update From Your Phone,Content Management,Free Digital Quote,Professional Install,Digital signs and LED displays for dynamic messaging. Update content from anywhere.,Outdoor LED signs with 8000 nits of brightness. Visible in direct sunlight. Call us today.,Indoor and outdoor digital signage solutions. Menu boards and message centres.,Get a free quote on digital signs. Professional installation and content management setup.,digital,signs,https://custombusinesssigns.ca/services/digital-signs,,,,,,,
Sitelink,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quote,Get your free sign quote,We respond within 24 hours,https://custombusinesssigns.ca/#quote,,,
Sitelink,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our Services,Channel letters wraps & more,Full range of custom signs,https://custombusinesssigns.ca/services,,,
Sitelink,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About Us,Top-rated GTA sign maker,Locally owned based in Vaughan,https://custombusinesssigns.ca/about,,,
Sitelink,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact Us,Call 905-597-8635,Visit our Vaughan showroom,https://custombusinesssigns.ca/contact,,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quotes,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-House Fabrication,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9-Star Google Rated,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Handling,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr Quote Response,,
Callout,Add,Digital Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serving All of the GTA,,
Campaign,Add,Awning Graphics - GTA,,Paused,10.00,Maximize Clicks,,Google Search,(Monday[10:00-18:00]);(Tuesday[10:00-18:00]);(Wednesday[10:00-18:00]);(Thursday[10:00-18:00]);(Friday[10:00-18:00]),2026-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(30.0mi:43.836102:-79.50821),Not a political ad
Ad Group,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,awning graphics,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,custom awnings,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,awning signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,backlit awning,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,business awning,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,awning installation vaughan,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,storefront awning,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,printed awning,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Group,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,awning sign,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,custom awning,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,awning graphic,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,backlit awning,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,storefront awning,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,Add,Awning Graphics - GTA,Awning Graphics - Phrase,Enabled,,,,,,,,,Custom Awning Graphics,Awning Signs Vaughan,Backlit Awning Signs,Printed Fabric Awnings,Storefront Awnings,Retractable Awnings,Custom Shapes & Sizes,Weather-Resistant,Awning Installation,Custom Business Signs,Lasts 5-8 Years,Metal Canopies,Free Awning Quote,Professional Install,Branding & Shade,Custom awning graphics that provide branding and shade. Printed fabric and metal canopies.,Stylish storefront awnings with UV-resistant inks. Securely installed for your business.,Awning signs combining form and function - weather protection and branding. Serving GTA.,"Get a free quote on custom awnings. Printed, backlit and retractable options available.",awning,graphics,https://custombusinesssigns.ca/services/awning-graphics,,,,,,,
Responsive search ad,Add,Awning Graphics - GTA,Awning Graphics - Exact,Enabled,,,,,,,,,Custom Awning Graphics,Awning Signs Vaughan,Backlit Awning Signs,Printed Fabric Awnings,Storefront Awnings,Retractable Awnings,Custom Shapes & Sizes,Weather-Resistant,Awning Installation,Custom Business Signs,Lasts 5-8 Years,Metal Canopies,Free Awning Quote,Professional Install,Branding & Shade,Custom awning graphics that provide branding and shade. Printed fabric and metal canopies.,Stylish storefront awnings with UV-resistant inks. Securely installed for your business.,Awning signs combining form and function - weather protection and branding. Serving GTA.,"Get a free quote on custom awnings. Printed, backlit and retractable options available.",awning,graphics,https://custombusinesssigns.ca/services/awning-graphics,,,,,,,
Sitelink,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quote,Get your free sign quote,We respond within 24 hours,https://custombusinesssigns.ca/#quote,,,
Sitelink,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our Services,Channel letters wraps & more,Full range of custom signs,https://custombusinesssigns.ca/services,,,
Sitelink,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About Us,Top-rated GTA sign maker,Locally owned based in Vaughan,https://custombusinesssigns.ca/about,,,
Sitelink,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact Us,Call 905-597-8635,Visit our Vaughan showroom,https://custombusinesssigns.ca/contact,,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quotes,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-House Fabrication,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9-Star Google Rated,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Handling,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr Quote Response,,
Callout,Add,Awning Graphics - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serving All of the GTA,,
Campaign,Add,LED Backlit Signs - GTA,,Paused,15.00,Maximize Clicks,,Google Search,(Monday[10:00-18:00]);(Tuesday[10:00-18:00]);(Wednesday[10:00-18:00]);(Thursday[10:00-18:00]);(Friday[10:00-18:00]),2026-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(30.0mi:43.836102:-79.50821),Not a political ad
Ad Group,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,LED backlit signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,halo lit signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,backlit channel letters,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,LED halo signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,backlit lobby sign,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,reverse lit signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,backlit sign company,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,LED backlit letters,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Group,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,backlit sign,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,halo lit sign,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,LED backlit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,reverse lit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,backlit letters,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,Add,LED Backlit Signs - GTA,LED Backlit Signs - Phrase,Enabled,,,,,,,,,LED Backlit Signs,Halo-Lit Channel Letters,Backlit Lobby Signs,Edge-Lit Acrylic Signs,Reverse-Lit Letters,LED Backlit Vaughan,Premium Glow Effect,Brushed Metal Signs,Indoor & Outdoor,Custom Business Signs,Custom Color Temps,Architectural Look,Free Backlit Quote,In-House Fabrication,Professional Install,LED backlit signs with a distinctive halo glow effect. Popular with premium retail brands.,Halo-lit channel letters and backlit dimensional logos. In-house fabricated. Free quotes.,Backlit signs that project light behind letters. Indoor and outdoor options. Serving GTA.,Get a free quote on LED backlit signs. Edge-lit acrylic and brushed metal options.,led,backlit,https://custombusinesssigns.ca/services/led-backlit-signs,,,,,,,
Responsive search ad,Add,LED Backlit Signs - GTA,LED Backlit Signs - Exact,Enabled,,,,,,,,,LED Backlit Signs,Halo-Lit Channel Letters,Backlit Lobby Signs,Edge-Lit Acrylic Signs,Reverse-Lit Letters,LED Backlit Vaughan,Premium Glow Effect,Brushed Metal Signs,Indoor & Outdoor,Custom Business Signs,Custom Color Temps,Architectural Look,Free Backlit Quote,In-House Fabrication,Professional Install,LED backlit signs with a distinctive halo glow effect. Popular with premium retail brands.,Halo-lit channel letters and backlit dimensional logos. In-house fabricated. Free quotes.,Backlit signs that project light behind letters. Indoor and outdoor options. Serving GTA.,Get a free quote on LED backlit signs. Edge-lit acrylic and brushed metal options.,led,backlit,https://custombusinesssigns.ca/services/led-backlit-signs,,,,,,,
Sitelink,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quote,Get your free sign quote,We respond within 24 hours,https://custombusinesssigns.ca/#quote,,,
Sitelink,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our Services,Channel letters wraps & more,Full range of custom signs,https://custombusinesssigns.ca/services,,,
Sitelink,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About Us,Top-rated GTA sign maker,Locally owned based in Vaughan,https://custombusinesssigns.ca/about,,,
Sitelink,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact Us,Call 905-597-8635,Visit our Vaughan showroom,https://custombusinesssigns.ca/contact,,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quotes,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-House Fabrication,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9-Star Google Rated,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Handling,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr Quote Response,,
Callout,Add,LED Backlit Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serving All of the GTA,,
Campaign,Add,Custom Signs - GTA,,Paused,35.00,Maximize Clicks,,Google Search,(Monday[10:00-18:00]);(Tuesday[10:00-18:00]);(Wednesday[10:00-18:00]);(Thursday[10:00-18:00]);(Friday[10:00-18:00]),2026-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(30.0mi:43.836102:-79.50821),Not a political ad
Ad Group,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,custom signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,custom signs vaughan,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,sign company near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,sign company vaughan,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,custom business signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,signage company GTA,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,sign maker near me,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,commercial signs toronto,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,business sign company,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,outdoor business signs,Exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Group,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,custom signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,sign company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,business signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,signage company,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,commercial signage,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,sign installation,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responsive search ad,Add,Custom Signs - GTA,Custom Signs - Phrase,Enabled,,,,,,,,,Custom Business Signs,Sign Company Vaughan,Custom Signs Near Me,Business Signage GTA,Sign Maker Vaughan ON,Get Your Custom Signs,In-House Fabrication,Full Brand Solutions,Custom Sign Options,4.9-Star Google Reviewed,Free Sign Consultation,Design Build & Install,Commercial Signage,Signs For Any Business,Trusted by Top Brands,Custom signs designed and fabricated in-house. Premium construction. Free quotes today.,"Full-service sign company serving the GTA. Storefront signs, pylon signs and more.","Custom business signage for retail, restaurants and offices. We handle permit applications",Trusted sign fabrication - serving GTA businesses for years. In-house design and install.,custom,signs,https://custombusinesssigns.ca,,,,,,,
Responsive search ad,Add,Custom Signs - GTA,Custom Signs - Exact,Enabled,,,,,,,,,Custom Business Signs,Sign Company Vaughan,Custom Signs Near Me,Business Signage GTA,Sign Maker Vaughan ON,Get Your Custom Signs,In-House Fabrication,Full Brand Solutions,Custom Sign Options,4.9-Star Google Reviewed,Free Sign Consultation,Design Build & Install,Commercial Signage,Signs For Any Business,Trusted by Top Brands,Custom signs designed and fabricated in-house. Premium construction. Free quotes today.,"Full-service sign company serving the GTA. Storefront signs, pylon signs and more.","Custom business signage for retail, restaurants and offices. We handle permit applications",Trusted sign fabrication - serving GTA businesses for years. In-house design and install.,custom,signs,https://custombusinesssigns.ca,,,,,,,
Sitelink,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quote,Get your free sign quote,We respond within 24 hours,https://custombusinesssigns.ca/#quote,,,
Sitelink,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our Services,Channel letters wraps & more,Full range of custom signs,https://custombusinesssigns.ca/services,,,
Sitelink,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,About Us,Top-rated GTA sign maker,Locally owned based in Vaughan,https://custombusinesssigns.ca/about,,,
Sitelink,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contact Us,Call 905-597-8635,Visit our Vaughan showroom,https://custombusinesssigns.ca/contact,,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Quotes,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In-House Fabrication,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9-Star Google Rated,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permit Handling,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr Quote Response,,
Callout,Add,Custom Signs - GTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serving All of the GTA,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,channel letters,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,storefront signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,vehicle wraps,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,car wraps,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,van wraps,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,fleet graphics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,illuminated signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,light box,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,pylon signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,monument signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,office signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,indoor signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,lobby signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,reception signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,3D signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,dimensional signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
